OBJECTID,SURVEYJOBIDPK,SURVEYAGENCY,CHANNELAREAIDFK,SDSFEATURENAME,SOURCEPROJECTION,SURVEYDATEUPLOADED,SOURCEDATALOCATION,SURVEYDATEEND,SURVEYDATESTART,SURVEYTYPE,PROJECTEDAREA,Hi-Res?
548464,UM_SP_P04_20180919_BD_7924_7931,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-24,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180919_BD_7924_7931.ZIP,null,2018-09-19,BD,2223750.10268889,No
550390,UM_SP_P04_20180919_BD_7924_7931,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-24,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180919_BD_7924_7931.ZIP,null,2018-09-19,BD,2223750.10268889,No
548463,UM_SP_P08_20180920_BD_6906_6916,CEMVP,CEMVP_UM_SP_P08,POOL_08_UPPER_MISSISSIPPI,Minnesota_South,2018-09-24,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P08_20180920_BD_6906_6916.ZIP,null,2018-09-20,BD,3306250.03778062,No
550389,UM_SP_P08_20180920_BD_6906_6916,CEMVP,CEMVP_UM_SP_P08,POOL_08_UPPER_MISSISSIPPI,Minnesota_South,2018-09-24,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P08_20180920_BD_6906_6916.ZIP,null,2018-09-20,BD,3306250.03778062,No
548459,ME_33_BEL_20180906_CS_2018_053,CENAE,CENAE_ME_33_BEL,Belfast Harbor,Maine East,2018-09-24,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAE/ME_33_BEL_20180906_CS_2018_053.ZIP,2018-09-06,2018-09-06,CS,6012826.73742875,Yes
548466,RD_01_RDI_20180922_CS,CENAO,CENAO_RD_01_RDI,RUDEE INLET,Virginia South,2018-09-24,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAO/RD_01_RDI_20180922_CS.ZIP,2018-09-22,2018-09-22,CS,976893.10074793,No
548465,NH_04_N50_20180730_CS,CENAO,CENAO_NH_04_N50,SEWELLS POINT TO LAMBERT BEND,Virginia South,2018-09-24,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAO/NH_04_N50_20180730_CS.ZIP,2018-07-30,2018-07-30,CS,54008857.0250217,No
548467,SL_04_BIG_20180918_CS,CESAW,CESAW_SL_04_BIG,Bigfoot Slough,North Carolina,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/SL_04_BIG_20180918_CS.ZIP,2018-09-18,2018-09-18,CS,4186970.92501373,No
548468,MN_30_OIE_20180910_CS,CESAW,CESAW_MN_30_OIE,Manteo - Oregon Inlet Bar,North Carolina,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MN_30_OIE_20180910_CS.ZIP,2018-09-10,2018-09-10,CS,5544103.87498244,No
548470,MN_09_R14_20180831_CS,CESAW,CESAW_MN_09_R14,Manteo - Range 14,North Carolina,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MN_09_R14_20180831_CS.ZIP,2018-08-31,2018-08-31,CS,4010595.17000867,No
548469,IN_03_BOG_20180906_AD,CESAW,CESAW_IN_03_BOG,Coastal Inlets - Bogue Inlet Crossing,North Carolina,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/IN_03_BOG_20180906_AD.ZIP,2018-09-06,2018-09-06,AD,2453238.28001217,No
548471,SW_07_SWP_20180925_CS,CEMVN,CEMVN_SW_07_SWP,SOUTHWEST PASS - SHEET 7,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_07_SWP_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,17307638.128842,Ovrd
548474,SW_05_SWP_20180924_CS,CEMVN,CEMVN_SW_05_SWP,SOUTHWEST PASS - SHEET 5,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_05_SWP_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,33344419.4485219,Ovrd
548475,SW_04_SWP_20180924_CS,CEMVN,CEMVN_SW_04_SWP,SOUTHWEST PASS - SHEET 4,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_04_SWP_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,33915596.7101616,Ovrd
548472,SW_12_SWP_20180925_CS,CEMVN,CEMVN_SW_12_SWP,SOUTHWEST PASS - SHEET 12,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_12_SWP_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,10174130.5805519,Ovrd
548473,SW_10_SWP_20180925_CS,CEMVN,CEMVN_SW_10_SWP,SOUTHWEST PASS - SHEET 10,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_10_SWP_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,15850929.156131,Ovrd
548479,SW_09_SWP_20180925_CS,CEMVN,CEMVN_SW_09_SWP,SOUTHWEST PASS - SHEET 9,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_09_SWP_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,15068512.7530937,Ovrd
548476,SW_08_SWP_20180925_CS,CEMVN,CEMVN_SW_08_SWP,SOUTHWEST PASS - SHEET 8,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_08_SWP_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,15650285.3230221,Ovrd
548477,SW_06_SWP_20180925_CS,CEMVN,CEMVN_SW_06_SWP,SOUTHWEST PASS - SHEET 6,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_06_SWP_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,17972145.0057337,Ovrd
548478,SW_11_SWP_20180925_CS,CEMVN,CEMVN_SW_11_SWP,SOUTHWEST PASS - SHEET 11,Louisiana South,2018-09-25,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_11_SWP_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,15158611.3708228,Ovrd
548770,VA_03_1CH_20180911_AD,CENAB,CENAB_VA_03_1CH,Cape Henry,Virginia South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAB/VA_03_1CH_20180911_AD.ZIP,2018-09-11,2018-09-11,AD,57180402.3164168,No
548480,UM_SP_P5A_20180925_CS_7310_7320,CEMVP,CEMVP_UM_SP_P5A,POOL_05A_UPPER_MISSISSIPPI,Minnesota_South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P5A_20180925_CS_7310_7320.ZIP,null,2018-09-25,CS,3416250.11451681,No
550391,UM_SP_P5A_20180925_CS_7310_7320,CEMVP,CEMVP_UM_SP_P5A,POOL_05A_UPPER_MISSISSIPPI,Minnesota_South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P5A_20180925_CS_7310_7320.ZIP,null,2018-09-25,CS,3416250.11451681,No
548769,UM_SP_P04_20180925_AD_7564_7569,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180925_AD_7564_7569.ZIP,null,2018-09-25,AD,1829999.85682685,No
550392,UM_SP_P04_20180925_AD_7564_7569,CEMVP,CEMVP_UM_SP_P04,POOL_04_UPPER_MISSISSIPPI,Minnesota_South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P04_20180925_AD_7564_7569.ZIP,null,2018-09-25,AD,1829999.85682685,No
548771,SW_02_SWP_20180926_CS,CEMVN,CEMVN_SW_02_SWP,SOUTHWEST PASS - SHEET 2,Louisiana South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_02_SWP_20180926_CS.ZIP,2018-09-26,2018-09-26,CS,38224457.5614899,Ovrd
548772,SW_05_SWP_20180926_CS,CEMVN,CEMVN_SW_05_SWP,SOUTHWEST PASS - SHEET 5,Louisiana South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_05_SWP_20180926_CS.ZIP,2018-09-26,2018-09-26,CS,32184327.6638832,Ovrd
548773,SW_04_SWP_20180926_CS,CEMVN,CEMVN_SW_04_SWP,SOUTHWEST PASS - SHEET 4,Louisiana South,2018-09-26,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_04_SWP_20180926_CS.ZIP,2018-09-26,2018-09-26,CS,35342842.8696648,Ovrd
549102,HS_07_BGB_20180925_CS_EX_41_MLLW_68000_75000,CESWG,CESWG_HS_07_BGB,HOUSTON,Texas South Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/HS_07_BGB_20180925_CS_EX_41_MLLW_68000_75000.ZIP,2018-09-25,2018-09-25,CS,3798302.73027176,No
549103,NR_2A_TBM_20180314_CS_EX_03_40_MLLW,CESWG,CESWG_NR_2A_TBM,SABINE,Texas South Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/NR_2A_TBM_20180314_CS_EX_03_40_MLLW.ZIP,2018-03-14,2018-03-14,CS,2258061.94736206,No
549101,TC_02_TTB_20180926_CS_46_MLLW_000_4286,CESWG,CESWG_TC_02_TTB,TEXAS_CITY,Texas South Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/TC_02_TTB_20180926_CS_46_MLLW_000_4286.ZIP,2018-09-26,2018-09-26,CS,5918362.60847289,No
549092,GA_13_UER_20180924_CS,CESAS,CESAS_GA_13_UER,UPPER EAST RIVER,Georgia East,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAS/GA_13_UER_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,9699192.24251167,Yes
549091,GA_10_BRU_20180925_CS,CESAS,CESAS_GA_10_BRU,BRUNSWICK RIVER,Georgia East,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAS/GA_10_BRU_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,93547877.9118498,Yes
549093,GA_11_SBR_20180923_CS,CESAS,CESAS_GA_11_SBR,SOUTH BRUNSWICK RIVER,Georgia East,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAS/GA_11_SBR_20180923_CS.ZIP,2018-09-23,2018-09-23,CS,4131410.75675079,Yes
549095,CH_03_CHU_20180924_AD_03,CESAC,CESAC_CH_03_CHU,CHARLESTON UPPER HARBOR,South Carolina,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAC/CH_03_CHU_20180924_AD_03.ZIP,2018-09-24,2018-09-24,AD,1483441.06318059,No
549096,CH_06_SYR_20180920_CS,CESAC,CESAC_CH_06_SYR,SHIPYARD RIVER CHANNEL,South Carolina,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAC/CH_06_SYR_20180920_CS.ZIP,2018-09-20,2018-09-20,CS,1742521.32304579,No
548778,SF_11_D11_20180828_CS_SORTED30,CESPN,CESPN_SF_11_D11,San Francisco Disposal,California III,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESPN/SF_11_D11_20180828_CS_SORTED30.ZIP,2018-08-28,2018-08-28,CS,24353082.3018791,Yes
548776,SF_10_D10_20180917_CS_SORTED15,CESPN,CESPN_SF_10_D10,San Francisco Disposal,California III,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESPN/SF_10_D10_20180917_CS_SORTED15.ZIP,2018-09-17,2018-09-17,CS,4432502.52050642,Yes
548777,SF_09_SF9_20180917_CS_SORTED10,CESPN,CESPN_SF_09_SF9,San Francisco Disposal,California III,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESPN/SF_09_SF9_20180917_CS_SORTED10.ZIP,2018-09-17,2018-09-17,CS,1831476.11800292,Yes
548779,SF_23_MLH_20180920_CS_SORTED12,CESPN,CESPN_SF_23_MLH,Moss Landing,California IV,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESPN/SF_23_MLH_20180920_CS_SORTED12.ZIP,2018-09-20,2018-09-20,CS,1391844.47936535,Yes
548774,SF_12_SRR_20180924_CS_SORTED10,CESPN,CESPN_SF_12_SRR,San Rafael River,California III,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESPN/SF_12_SRR_20180924_CS_SORTED10.ZIP,2018-09-24,2018-09-24,CS,773044.13517195,Yes
548775,SF_12_SAF_20180924_CS_SORTED10,CESPN,CESPN_SF_12_SAF,San Rafael ATF,California III,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESPN/SF_12_SAF_20180924_CS_SORTED10.ZIP,2018-09-24,2018-09-24,CS,1418144.57486302,Yes
549094,ME_28_STO_20180920_CS_2018_056,CENAE,CENAE_ME_28_STO,Stockton Harbor,Maine East,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAE/ME_28_STO_20180920_CS_2018_056.ZIP,2018-09-20,2018-09-20,CS,2082877.92343349,Yes
549113,AP_01_ALP_20180724_CS,CELRE,CELRE_AP_01_ALP,Alpena Harbor,Michigan Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/AP_01_ALP_20180724_CS.ZIP,2018-07-24,2018-07-24,CS,3134551.75636661,No
550061,GB_01_GRB_20130930_CS,CELRE,CELRE_GB_01_GRB,Green Bay,Wisconsin Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/GB_01_GRB_20130930_CS.ZIP,2013-09-30,2013-09-30,CS,50061304.8917665,No
549115,CH_01_CVH_20150902_CS,CELRE,CELRE_CH_01_CVH,Charlevoix Harbor,Michigan Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/CH_01_CVH_20150902_CS.ZIP,2015-09-02,2015-09-02,CS,885078.33607328,No
549114,CH_01_CVH_20170913_CS,CELRE,CELRE_CH_01_CVH,Charlevoix Harbor,Michigan Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/CH_01_CVH_20170913_CS.ZIP,2017-09-13,2017-09-13,CS,1118802.17690327,No
549116,CH_01_CVH_20141022_CS,CELRE,CELRE_CH_01_CVH,Charlevoix Harbor,Michigan Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/CH_01_CVH_20141022_CS.ZIP,2014-10-22,2014-10-22,CS,903876.74450883,No
549117,CH_01_CVH_20130719_CS,CELRE,CELRE_CH_01_CVH,Charlevoix Harbor,Michigan Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/CH_01_CVH_20130719_CS.ZIP,2013-07-19,2013-07-19,CS,892049.37378468,No
549118,CH_01_CVH_20110515_CS,CELRE,CELRE_CH_01_CVH,Charlevoix Harbor,Michigan Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/CH_01_CVH_20110515_CS.ZIP,2011-05-15,2011-05-15,CS,885740.8726603,No
550054,TR_01_DET_20150508_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20150508_CS.ZIP,2015-05-08,2015-05-08,CS,3607928.76993705,No
550055,TR_01_DET_20150507_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20150507_CS.ZIP,2015-05-07,2015-05-07,CS,2816405.05888306,No
550056,TR_01_DET_20150506_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20150506_CS.ZIP,2015-05-06,2015-05-06,CS,11785552.7507539,No
550057,TR_01_DET_20150501_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20150501_CS.ZIP,2015-05-01,2015-05-01,CS,8251353.52663841,No
550058,TR_01_DET_20130730_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20130730_CS.ZIP,2013-07-30,2013-07-30,CS,21816855.4050364,No
550059,TR_01_DET_20111026_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20111026_CS.ZIP,2011-10-26,2011-10-26,CS,32119439.2506051,No
550060,TR_01_DET_20180919_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20180919_CS.ZIP,2018-09-19,2018-09-19,CS,7371051.29414486,No
550052,TR_01_DET_20180815_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20180815_CS.ZIP,2018-08-15,2018-08-15,CS,8816228.8452871,No
550053,TR_01_DET_20180814_CS,CELRE,CELRE_TR_01_DET,Trenton Channel,Michigan South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CELRE/TR_01_DET_20180814_CS.ZIP,2018-08-14,2018-08-14,CS,8030462.47793254,No
548780,SW_12_SWP_20180927_CS,CEMVN,CEMVN_SW_12_SWP,SOUTHWEST PASS - SHEET 12,Louisiana South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_12_SWP_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,12261861.5884844,Ovrd
548781,SW_10_SWP_20180927_CS,CEMVN,CEMVN_SW_10_SWP,SOUTHWEST PASS - SHEET 10,Louisiana South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_10_SWP_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,13175762.917045,Ovrd
548782,SW_09_SWP_20180927_CS,CEMVN,CEMVN_SW_09_SWP,SOUTHWEST PASS - SHEET 9,Louisiana South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_09_SWP_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,13654988.1180071,Ovrd
548783,SW_08_SWP_20180927_CS,CEMVN,CEMVN_SW_08_SWP,SOUTHWEST PASS - SHEET 8,Louisiana South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_08_SWP_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,13699363.6074062,Ovrd
549090,SW_07_SWP_20180927_CS,CEMVN,CEMVN_SW_07_SWP,SOUTHWEST PASS - SHEET 7,Louisiana South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_07_SWP_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,15925876.1882213,Ovrd
548784,SW_11_SWP_20180927_CS,CEMVN,CEMVN_SW_11_SWP,SOUTHWEST PASS - SHEET 11,Louisiana South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_11_SWP_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,16740127.1647399,Ovrd
549089,SW_06_SWP_20180927_CS,CEMVN,CEMVN_SW_06_SWP,SOUTHWEST PASS - SHEET 6,Louisiana South,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_06_SWP_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,14991732.2636206,Ovrd
549100,HS_02_RFB_20180921_CS_EX_46_MLLW_78844_28605,CESWG,CESWG_HS_02_RFB,HOUSTON,Texas South Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/HS_02_RFB_20180921_CS_EX_46_MLLW_78844_28605.ZIP,2018-09-21,2018-09-21,CS,54994431.9422222,No
549098,TC_03_INC_20180926_CS_41_MLLW_000_8814,CESWG,CESWG_TC_03_INC,TEXAS_CITY,Texas South Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/TC_03_INC_20180926_CS_41_MLLW_000_8814.ZIP,2018-09-26,2018-09-26,CS,4242589.87878681,No
549099,TC_04_ITB_20180926_CS_41_MLLW_8814_9964,CESWG,CESWG_TC_04_ITB,TEXAS_CITY,Texas South Central,2018-09-27,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/TC_04_ITB_20180926_CS_41_MLLW_8814_9964.ZIP,2018-09-26,2018-09-26,CS,1311841.57102696,No
549409,PH_04_BYC_20180918_CS,CESAM,CESAM_PH_04_BYC,Bayou Casotte,Mississippi East,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/PH_04_BYC_20180918_CS.ZIP,2018-09-18,2018-09-18,CS,20931066.6019543,No
549120,PH_05_PUS_20180920_CS,CESAM,CESAM_PH_05_PUS,Pascagoula Upper Sound,Mississippi East,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/PH_05_PUS_20180920_CS.ZIP,2018-09-20,2018-09-20,CS,19493045.973316,No
549415,BL_01_BLS_20180920_CS,CESAM,CESAM_BL_01_BLS,Bayou La Batre Sound,Alabama West,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/BL_01_BLS_20180920_CS.ZIP,2018-09-20,2018-09-20,CS,36090128.4760821,No
549416,BL_02_BLB_20180920_CS,CESAM,CESAM_BL_02_BLB,Bayou La Batre Channel,Alabama West,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/BL_02_BLB_20180920_CS.ZIP,2018-09-20,2018-09-20,CS,2583384.55664052,No
549414,MH_09_CKC_20180924_CS,CESAM,CESAM_MH_09_CKC,Chickasaw Creek,Alabama West,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/MH_09_CKC_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,7107720.59346418,No
549119,PH_02_PHI_20180926_CS,CESAM,CESAM_PH_02_PHI,Horn Island Pass,Mississippi East,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/PH_02_PHI_20180926_CS.ZIP,2018-09-26,2018-09-26,CS,9314292.45861166,No
549410,UM_SP_P10_20180925_CS_6440_6450,CEMVP,CEMVP_UM_SP_P10,POOL_10_UPPER_MISSISSIPPI,Iowa_North,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P10_20180925_CS_6440_6450.ZIP,null,2018-09-25,CS,4726250.09923411,No
549411,UM_SP_P10_20180925_CS_6425_6435,CEMVP,CEMVP_UM_SP_P10,POOL_10_UPPER_MISSISSIPPI,Iowa_North,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P10_20180925_CS_6425_6435.ZIP,null,2018-09-25,CS,3475000.0763476,No
549412,UM_SP_P10_20180925_AD_6359_6364,CEMVP,CEMVP_UM_SP_P10,POOL_10_UPPER_MISSISSIPPI,Iowa_North,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P10_20180925_AD_6359_6364.ZIP,null,2018-09-25,AD,1062499.88384513,No
549413,UM_SP_P08_20180926_BD_6898_6904,CEMVP,CEMVP_UM_SP_P08,POOL_08_UPPER_MISSISSIPPI,Minnesota_South,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P08_20180926_BD_6898_6904.ZIP,null,2018-09-26,BD,2205000.11205252,No
550401,UM_SP_P08_20180926_BD_6898_6904,CEMVP,CEMVP_UM_SP_P08,POOL_08_UPPER_MISSISSIPPI,Minnesota_South,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVP/UM_SP_P08_20180926_BD_6898_6904.ZIP,null,2018-09-26,BD,2205000.11205252,No
549417,SW_05_SWP_20180928_CS,CEMVN,CEMVN_SW_05_SWP,SOUTHWEST PASS - SHEET 5,Louisiana South,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_05_SWP_20180928_CS.ZIP,2018-09-28,2018-09-28,CS,33086052.6437437,Ovrd
549418,SW_04_SWP_20180928_CS,CEMVN,CEMVN_SW_04_SWP,SOUTHWEST PASS - SHEET 4,Louisiana South,2018-09-28,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_04_SWP_20180928_CS.ZIP,2018-09-28,2018-09-28,CS,35522180.8721601,Ovrd
549424,IC_02_TF1_20180923_CS,CESAW,CESAW_IC_02_TF1,Atlantic Intracoastal Waterway - BFTCFR - Section 2 - Tangent F,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/IC_02_TF1_20180923_CS.ZIP,2018-09-23,2018-09-23,CS,1871046.44002023,No
549423,IC_03_T12_20180924_CS,CESAW,CESAW_IC_03_T12,Atlantic Intracoastal Waterway - BFTCFR - Section 3 - Tangent 12,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/IC_03_T12_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,1798749.15000155,No
549736,IN_04_NRC_20180922_CS,CESAW,CESAW_IN_04_NRC,Coastal Inlets - New River Inlet Crossing,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/IN_04_NRC_20180922_CS.ZIP,2018-09-22,2018-09-22,CS,19244321.0599668,No
549735,IN_04_NRI_20180922_CS,CESAW,CESAW_IN_04_NRI,Coastal Inlets - New River Inlet,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/IN_04_NRI_20180922_CS.ZIP,2018-09-22,2018-09-22,CS,19244321.0599668,No
549734,IN_05_TCC_20180923_CS,CESAW,CESAW_IN_05_TCC,Coastal Inlets - Topsail Creek Crossing,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/IN_05_TCC_20180923_CS.ZIP,2018-09-23,2018-09-23,CS,1911614.20500119,No
549732,IN_07_MAS_20180924_CS,CESAW,CESAW_IN_07_MAS,Coastal Inlets - Masonboro Inlet Borrow Area,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/IN_07_MAS_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,2005398.95001937,No
549730,MC_03_RGA_20180926_CS,CESAW,CESAW_MC_03_RGA,Morehead City Harbor - Cutoff & Range A,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MC_03_RGA_20180926_CS.ZIP,2018-09-26,2018-09-26,CS,12601441.8550066,No
549738,MN_01_OIB_20180919_CS,CESAW,CESAW_MN_01_OIB,Manteo - Oregon Inlet West Range 1,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MN_01_OIB_20180919_CS.ZIP,2018-09-19,2018-09-19,CS,11093429.1550156,No
549733,MN_02_OIW_20180924_CS,CESAW,CESAW_MN_02_OIW,Manteo - Oregon Inlet West Range 2-6,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MN_02_OIW_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,9862900.28499446,No
