OBJECTID,SURVEYJOBIDPK,SURVEYAGENCY,CHANNELAREAIDFK,SDSFEATURENAME,SOURCEPROJECTION,SURVEYDATEUPLOADED,SOURCEDATALOCATION,SURVEYDATEEND,SURVEYDATESTART,SURVEYTYPE,PROJECTEDAREA,Hi-Res?
549729,MN_02_OIW_20180925_CS,CESAW,CESAW_MN_02_OIW,Manteo - Oregon Inlet West Range 2-6,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MN_02_OIW_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,11097393.8999894,No
549737,MN_04_O17_20180920_CS,CESAW,CESAW_MN_04_O17,Manteo - Range 17 extension,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MN_04_O17_20180920_CS.ZIP,2018-09-20,2018-09-20,CS,1436677.62500743,No
549739,MN_10_ABC_20180906_CS,CESAW,CESAW_MN_10_ABC,Manteo - Wanchese Harbor,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/MN_10_ABC_20180906_CS.ZIP,2018-09-06,2018-09-06,CS,1496022.64999902,No
549731,WH_25_ANC_20180925_CS,CESAW,CESAW_WH_25_ANC,Wilmington Harbor - Anchorage Basin,North Carolina,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAW/WH_25_ANC_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,8890179.55003731,No
549749,CL_15_STL_20180924_CS,CENWP,CENWP_CL_15_STL,STELLA-FISHER BAR,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_15_STL_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,22508760.5272942,Yes
549750,CL_10_PGT_20180924_CS,CENWP,CENWP_CL_10_PGT,PUGET ISLAND BAR,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_10_PGT_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,25993476.1974875,Yes
549421,SL_01_SS1_20180924_CS,CENWP,CENWP_SL_01_SS1,SIUSLAW RIVER ENTRANCE,Oregon South,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/SL_01_SS1_20180924_CS.ZIP,2018-09-24,2018-09-24,CS,3534088.89109998,Yes
549746,CL_16_WLK_20180926_AD,CENWP,CENWP_CL_16_WLK,WALKER ISLAND REACH,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_16_WLK_20180926_AD.ZIP,2018-09-26,2018-09-26,AD,9079479.99368902,Yes
549751,CL_12_WST_20180920_CS,CENWP,CENWP_CL_12_WST,WESTPORT BAR,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_12_WST_20180920_CS.ZIP,2018-09-20,2018-09-20,CS,25478017.1253765,Yes
549422,SL_03_SS3_20180925_CS,CENWP,CENWP_SL_03_SS3,SPRUCE POINT BEND,Oregon South,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/SL_03_SS3_20180925_CS.ZIP,2018-09-25,2018-09-25,CS,3231761.35565064,Yes
549420,CB_02_CB2_20180926_CS,CENWP,CENWP_CB_02_CB2,COOS BAY RANGES,Oregon South,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CB_02_CB2_20180926_CS.ZIP,2018-09-26,2018-09-26,CS,8754773.37539643,Yes
549744,CL_19_UDB_20180927_CS,CENWP,CENWP_CL_19_UDB,UPPER DOBELBOWER BAR,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_19_UDB_20180927_CS.ZIP,2018-09-27,2018-09-27,CS,16909924.2606411,Yes
549745,CL_14_GUL_20180927_PA_O_52_IWD,CENWP,CENWP_CL_14_GUL,GULL ISLAND BAR,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_14_GUL_20180927_PA_O_52_IWD.ZIP,2018-09-27,2018-09-27,PA,3723955.69694898,No
549747,CL_06_MLN_20180926_BD_24_25_25_35,CENWP,CENWP_CL_06_MLN,MILLER SANDS,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_06_MLN_20180926_BD_24_25_25_35.ZIP,2018-09-26,2018-09-26,BD,5305148.30620517,Yes
549748,CL_07_PIL_20180926_BD_24_25_25_35,CENWP,CENWP_CL_07_PIL,PILLAR ROCK RANGES,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CL_07_PIL_20180926_BD_24_25_25_35.ZIP,2018-09-26,2018-09-26,BD,5965619.11603198,Yes
549742,CP_05_TNG_20180926_PA_O_19_IWD,CENWP,CENWP_CP_05_TNG,TONGUE POINT CROSSING IWD Disposal,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CP_05_TNG_20180926_PA_O_19_IWD.ZIP,2018-09-26,2018-09-26,PA,6774892.99886052,Yes
549740,CP_06_MLN_20180926_PA_W_24_IWD,CENWP,CENWP_CP_06_MLN,MILLER SANDS IWD Disposal,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CP_06_MLN_20180926_PA_W_24_IWD.ZIP,2018-09-26,2018-09-26,PA,3315460.3278039,No
549741,CP_07_PIL_20180926_PA_OR_27_05_27_50_IWD,CENWP,CENWP_CP_07_PIL,PILLAR ROCK RANGES IWD Disposal,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/CP_07_PIL_20180926_PA_OR_27_05_27_50_IWD.ZIP,2018-09-26,2018-09-26,PA,3245382.05881662,Yes
549743,TM_04_GBB_20180918_CS,CENWP,CENWP_TM_04_GBB,TILLAMOOK BAY,Oregon North,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/TM_04_GBB_20180918_CS.ZIP,2018-09-18,2018-09-18,CS,1645801.58574385,Yes
549419,UM_01_UM1_20180920_CS,CENWP,CENWP_UM_01_UM1,UMPQUA RIVER ENTRANCE,Oregon South,2018-10-01,https://ehydro.blob.core.windows.net/ehydro-surveys/CENWP/UM_01_UM1_20180920_CS.ZIP,2018-09-20,2018-09-20,CS,5622332.147152,Yes
549752,SW_09_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_09_SWP,SOUTHWEST PASS - SHEET 9,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_09_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,16842520.7739608,Ovrd
549760,SW_04_SWP_20181001_CS,CEMVN,CEMVN_SW_04_SWP,SOUTHWEST PASS - SHEET 4,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_04_SWP_20181001_CS.ZIP,2018-10-01,2018-10-01,CS,34896430.8316509,Ovrd
550049,SW_05_SWP_20181001_CS,CEMVN,CEMVN_SW_05_SWP,SOUTHWEST PASS - SHEET 5,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_05_SWP_20181001_CS.ZIP,2018-10-01,2018-10-01,CS,31959485.4156994,Ovrd
549753,SW_08_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_08_SWP,SOUTHWEST PASS - SHEET 8,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_08_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,18234992.9542333,Ovrd
549754,SW_13_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_13_SWP,SOUTHWEST PASS - SHEET 13,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_13_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,20947512.0791256,Ovrd
549755,SW_12_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_12_SWP,SOUTHWEST PASS - SHEET 12,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_12_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,16289275.0491481,Ovrd
549756,SW_11_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_11_SWP,SOUTHWEST PASS - SHEET 11,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_11_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,18534034.8562988,Ovrd
549757,SW_10_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_10_SWP,SOUTHWEST PASS - SHEET 10,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_10_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,17000475.3908827,Ovrd
549758,SW_07_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_07_SWP,SOUTHWEST PASS - SHEET 7,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_07_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,21273448.3214526,Ovrd
549759,SW_06_SWP_20181002_CS_FORUM,CEMVN,CEMVN_SW_06_SWP,SOUTHWEST PASS - SHEET 6,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_06_SWP_20181002_CS_FORUM.ZIP,2018-10-02,2018-10-02,CS,18634107.6458109,Ovrd
550050,SW_05_SWP_20181001_CS_FORUM,CEMVN,CEMVN_SW_05_SWP,SOUTHWEST PASS - SHEET 5,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_05_SWP_20181001_CS_FORUM.ZIP,2018-10-01,2018-10-01,CS,36894789.2890062,Ovrd
550051,SW_04_SWP_20181001_CS_FORUM,CEMVN,CEMVN_SW_04_SWP,SOUTHWEST PASS - SHEET 4,Louisiana South,2018-10-02,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/SW_04_SWP_20181001_CS_FORUM.ZIP,2018-10-01,2018-10-01,CS,36738741.985581,Ovrd
545315,RD_01_RDI_20180905_CS,CENAO,CENAO_RD_01_RDI,RUDEE INLET,Virginia South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAO/RD_01_RDI_20180905_CS.ZIP,2018-09-05,2018-09-05,CS,1161107.87435393,No
545324,MR_01_MAN_19941129_CS_1994_349_01,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_19941129_CS_1994_349_01.ZIP,1994-11-29,1994-11-29,CS,1473551.03325948,No
545325,MR_01_MAN_19941129_CS_1994_349_02,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_19941129_CS_1994_349_02.ZIP,1994-11-29,1994-11-29,CS,143128231.259165,No
545326,MR_01_MAN_19941129_CS_1994_349_FULL_SURVEY_MAP,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_19941129_CS_1994_349_FULL_SURVEY_MAP.ZIP,1994-11-29,1994-11-29,CS,144607924.535787,No
545322,MR_01_MAN_20100826_CS_2010_050_01,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_01.ZIP,2010-08-26,2010-08-26,CS,68721.16844976,No
545323,MR_01_MAN_20100826_CS_2010_050_02,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_02.ZIP,2010-08-26,2010-08-26,CS,209596.06225407,No
545320,MR_01_MAN_20100826_CS_2010_050_03,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_03.ZIP,2010-08-26,2010-08-26,CS,127687.63960154,No
545348,MR_01_MAN_20100826_CS_2010_050_04,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_04.ZIP,2010-08-26,2010-08-26,CS,172219.53264254,No
545318,MR_01_MAN_20100826_CS_2010_050_05,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_05.ZIP,2010-08-26,2010-08-26,CS,226637.202598,No
545319,MR_01_MAN_20100826_CS_2010_050_06,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_06.ZIP,2010-08-26,2010-08-26,CS,251950.61520428,No
545321,MR_01_MAN_20100826_CS_2010_050_07,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_07.ZIP,2010-08-26,2010-08-26,CS,360327.8405418,No
545327,MR_01_MAN_20100826_CS_2010_050_08,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_08.ZIP,2010-08-26,2010-08-26,CS,120834.78639698,No
545328,MR_01_MAN_20100826_CS_2010_050_09,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_09.ZIP,2010-08-26,2010-08-26,CS,250780.10545236,No
545329,MR_01_MAN_20100826_CS_2010_050_10,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_10.ZIP,2010-08-26,2010-08-26,CS,94275.81434667,No
545330,MR_01_MAN_20100826_CS_2010_050_11,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_11.ZIP,2010-08-26,2010-08-26,CS,304271.07705074,No
545331,MR_01_MAN_20100826_CS_2010_050_12,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_12.ZIP,2010-08-26,2010-08-26,CS,117182.46514778,No
545332,MR_01_MAN_20100826_CS_2010_050_13,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_13.ZIP,2010-08-26,2010-08-26,CS,110632.5979531,No
545333,MR_01_MAN_20100826_CS_2010_050_14,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_14.ZIP,2010-08-26,2010-08-26,CS,145206.68794969,No
545334,MR_01_MAN_20100826_CS_2010_050_15,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_15.ZIP,2010-08-26,2010-08-26,CS,169554.73499961,No
545335,MR_01_MAN_20100826_CS_2010_050_16,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_16.ZIP,2010-08-26,2010-08-26,CS,77702.5261009,No
545336,MR_01_MAN_20100826_CS_2010_050_17,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_17.ZIP,2010-08-26,2010-08-26,CS,52001.28720065,No
545337,MR_01_MAN_20100826_CS_2010_050_18,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_18.ZIP,2010-08-26,2010-08-26,CS,81819.04750352,No
545338,MR_01_MAN_20100826_CS_2010_050_19,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100826_CS_2010_050_19.ZIP,2010-08-26,2010-08-26,CS,4364162.22757164,No
545339,MR_01_MAN_20100827_CS_2010_050_01,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_01.ZIP,2010-08-27,2010-08-27,CS,2303602.78960263,No
545340,MR_01_MAN_20100827_CS_2010_050_02,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_02.ZIP,2010-08-27,2010-08-27,CS,654406.04515516,No
545341,MR_01_MAN_20100827_CS_2010_050_03,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_03.ZIP,2010-08-27,2010-08-27,CS,178904.25990007,No
545342,MR_01_MAN_20100827_CS_2010_050_04,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_04.ZIP,2010-08-27,2010-08-27,CS,303728.23740313,No
545345,MR_01_MAN_20100827_CS_2010_050_05,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_05.ZIP,2010-08-27,2010-08-27,CS,269253.84745501,No
545343,MR_01_MAN_20100827_CS_2010_050_06,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_06.ZIP,2010-08-27,2010-08-27,CS,574763.87349765,No
545346,MR_01_MAN_20100827_CS_2010_050_07,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_07.ZIP,2010-08-27,2010-08-27,CS,285681.49004768,No
545344,MR_01_MAN_20100827_CS_2010_050_08,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_08.ZIP,2010-08-27,2010-08-27,CS,637725.20258907,No
545347,MR_01_MAN_20100827_CS_2010_050_FULL_SURVEY_MAP,CESAJ,CESAJ_MR_01_MAN,MANATEE RIVER,Florida West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAJ/MR_01_MAN_20100827_CS_2010_050_FULL_SURVEY_MAP.ZIP,2010-08-27,2010-08-27,CS,13355355.9650848,No
544951,CD_01_POI_20180808_CS,CENAP,CENAP_CD_01_POI,Worton Point to South End of Pooles Island,Maryland,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CENAP/CD_01_POI_20180808_CS.ZIP,2018-08-08,2018-08-08,CS,10859446.186375,No
544952,MH_04_MRC_20180829_CS,CESAM,CESAM_MH_04_MRC,Mobile River Channel,Alabama West,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/MH_04_MRC_20180829_CS.ZIP,2018-08-29,2018-08-29,CS,22113376.473101,No
545298,WJ_03_WFR_20180828_CS,CESAM,CESAM_WJ_03_WFR,Wolf River,Mississippi East,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/WJ_03_WFR_20180828_CS.ZIP,2018-08-28,2018-08-28,CS,1850328.08777217,No
545299,PA_01_PAC_20180829_CS,CESAM,CESAM_PA_01_PAC,Pass Christian,Mississippi East,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/PA_01_PAC_20180829_CS.ZIP,2018-08-29,2018-08-29,CS,1849929.49249151,No
545300,WJ_02_JDR_20180828_CS,CESAM,CESAM_WJ_02_JDR,Jourdan River,Mississippi East,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/WJ_02_JDR_20180828_CS.ZIP,2018-08-28,2018-08-28,CS,4339055.72957024,No
545301,WJ_01_BYP_20180828_CS,CESAM,CESAM_WJ_01_BYP,Bayou Portage,Mississippi East,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESAM/WJ_01_BYP_20180828_CS.ZIP,2018-08-28,2018-08-28,CS,6694392.72098541,No
545310,LA_01_CLQ_20180906_CS_47_MLLW,CESWG,CESWG_LA_01_CLQ,LA QUINTA,Texas South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/LA_01_CLQ_20180906_CS_47_MLLW.ZIP,2018-09-06,2018-09-06,CS,16477984.9868158,No
545311,LA_02_LTB_20180906_CS_47_MLLW,CESWG,CESWG_LA_02_LTB,LA QUINTA,Texas South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/LA_02_LTB_20180906_CS_47_MLLW.ZIP,2018-09-06,2018-09-06,CS,2559470.16984882,No
545309,LA_03_LEX_20180907_CS_47_MLLW,CESWG,CESWG_LA_03_LEX,LA QUINTA,Texas South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CESWG/LA_03_LEX_20180907_CS_47_MLLW.ZIP,2018-09-07,2018-09-07,CS,6170517.5575852,No
545314,UM_SL_GTC_20180905_BD,CEMVS,CEMVS_UM_SL_GTC,GRAND_TOWER_UPPER_MISSISSIPPI,Missouri_East,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVS/UM_SL_GTC_20180905_BD.ZIP,null,2018-09-05,BD,28209941.1886321,No
545258,MS_11_SM3_20180907_CS,CEMVN,CEMVN_MS_11_SM3,SMITHLAND - SHEET 3,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MS_11_SM3_20180907_CS.ZIP,2018-09-07,2018-09-07,CS,70586224.0354418,Ovrd
544957,GI_67_BBW_20180808_CS,CEMVN,CEMVN_GI_67_BBW,20 GRAND POINT,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/GI_67_BBW_20180808_CS.ZIP,2018-08-08,2018-08-08,CS,6023827.99640085,Ovrd
544958,GI_66_BBW_20180807_CS,CEMVN,CEMVN_GI_66_BBW,MORGAN CITY DOCKS EAST,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/GI_66_BBW_20180807_CS.ZIP,2018-08-07,2018-08-07,CS,4007318.30401464,Ovrd
545293,FB_06_UPR_20180809_CS,CEMVN,CEMVN_FB_06_UPR,UPPER CHANNEL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/FB_06_UPR_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,4305532.48953049,Ovrd
545294,FB_05_UPR_20180809_CS,CEMVN,CEMVN_FB_05_UPR,UPPER CHANNEL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/FB_05_UPR_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,6716729.27331505,Ovrd
545295,FB_04_UPR_20180809_CS,CEMVN,CEMVN_FB_04_UPR,UPPER CHANNEL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/FB_04_UPR_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,6540280.41492659,Ovrd
545296,FB_03_UPR_20180809_CS,CEMVN,CEMVN_FB_03_UPR,UPPER CHANNEL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/FB_03_UPR_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,6621918.24112341,Ovrd
545297,FB_02_UPR_20180809_CS,CEMVN,CEMVN_FB_02_UPR,UPPER CHANNEL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/FB_02_UPR_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,7091122.3731945,Ovrd
544953,FB_01_UPR_20180809_CS,CEMVN,CEMVN_FB_01_UPR,UPPER CHANNEL,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/FB_01_UPR_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,4992707.74098054,Ovrd
544954,GI_76_WLO_20180809_CS,CEMVN,CEMVN_GI_76_WLO,WAX LAKE OUTLET,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/GI_76_WLO_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,2830758.28275008,Ovrd
544955,GI_75_WLO_20180809_CS,CEMVN,CEMVN_GI_75_WLO,WAX LAKE OUTLET,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/GI_75_WLO_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,2859251.84755586,Ovrd
544956,GI_69_M99_20180809_CS,CEMVN,CEMVN_GI_69_M99,MILE 99 POINT,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/GI_69_M99_20180809_CS.ZIP,2018-08-09,2018-08-09,CS,4045366.21935022,Ovrd
545289,LK_04_PAL_20180810_CS,CEMVN,CEMVN_LK_04_PAL,PORT ALLEN LOCK FOREBAY,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/LK_04_PAL_20180810_CS.ZIP,2018-08-10,2018-08-10,CS,689513.23571654,Ovrd
545287,MS_39_WIL_20180813_AD,CEMVN,CEMVN_MS_39_WIL,WILKERSON POINT,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MS_39_WIL_20180813_AD.ZIP,2018-08-13,2018-08-13,AD,40322932.9991778,Ovrd
545290,MR_08_MED_20180810_CS,CEMVN,CEMVN_MR_08_MED,MEDORA RECON,Louisiana South,2018-09-10,https://ehydro.blob.core.windows.net/ehydro-surveys/CEMVN/MR_08_MED_20180810_CS.ZIP,2018-08-10,2018-08-10,CS,6165851.60448159,Ovrd
